annee,theme,id_caracteristiques,nom_caracteristique,chiffre_total,chiffre_hommes,chiffre_femmes,taux_total,taux_hommes,taux_femmes
2021,Langue maternelle,465,          Halkomelem,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,466,          Lillooet,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,467,          Ntlakapamux (thompson),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,468,          Secwepemctsin (shuswap),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,469,          Squamish,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,470,          Straits,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,471,          Syilx (okanagan),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,472,"          Langues salishennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,473,        Langues siouennes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,474,          Assiniboine,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,475,          Dakota,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,476,          Stoney,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,477,"          Langues siouennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,478,        Langues tsimshennes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,479,          Gitxsan (gitksan),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,480,          Nisga'a,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,481,          Tsimshian,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,482,        Langues wakashanes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,483,          Haisla,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,484,          Heiltsuk,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,485,          Kwak'wala (kwakiutl),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,486,          Nuu-chah-nulth (nootka),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,487,"          Langues wakashanes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,488,"        Langues autochtones, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,489,"        Langues autochtones, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,490,      Langues non autochtones,1980,935,1045,6.4,6.1,6.6
2021,Langue maternelle,491,        Langues afro-asiatiques,395,205,190,1.3,1.3,1.2
2021,Langue maternelle,492,          Langues berbères,30,15,15,0.1,0.1,0.1
2021,Langue maternelle,493,            Kabyle,25,10,10,0.1,0.1,0.1
2021,Langue maternelle,494,            Tamazight,5,5,0,0.0,0.0,0.0
2021,Langue maternelle,495,"            Langues berbères, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,496,          Langues tchadiques,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,497,            Haoussa,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,498,            Mina,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,499,          Copte,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,500,          Langues couchitiques,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,501,            Bilen,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,502,            Oromo,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,503,            Somali,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,504,"            Langues couchitiques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,505,          Langues sémitiques,355,185,170,1.1,1.2,1.1
2021,Langue maternelle,506,            Amharique,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,507,            Arabe,355,185,170,1.1,1.2,1.1
2021,Langue maternelle,508,            Langues araméennes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,509,              Assyrien néo-araméen,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,510,              Chaldéen néo-araméen,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,511,"              Araméen, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,512,            Harari,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,513,            Hébreu,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,514,            Maltais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,515,            Tigrigna,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,516,"            Langues sémitiques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,517,        Langues austro-asiatiques,50,25,30,0.2,0.2,0.2
2021,Langue maternelle,518,          Khmer (cambodgien),10,5,5,0.0,0.0,0.0
2021,Langue maternelle,519,          Vietnamien,35,15,20,0.1,0.1,0.1
2021,Langue maternelle,520,"          Langues austro-asiatiques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,521,        Langues austronésiennes,20,5,15,0.1,0.0,0.1
2021,Langue maternelle,522,          Bicol,5,0,5,0.0,0.0,0.0
2021,Langue maternelle,523,"          Bisaya, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,524,          Cebuano,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,525,          Fidjien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,526,          Hiligaïnon,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,527,          Ilocano,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,528,          Indonésien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,529,          Kankanaey,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,530,          Kinaray-a,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,531,          Langues malgaches,15,5,5,0.0,0.0,0.0
2021,Langue maternelle,532,            Merina,10,5,5,0.0,0.0,0.0
2021,Langue maternelle,533,"            Malgache, n.d.a.",5,0,0,0.0,0.0,0.0
2021,Langue maternelle,534,          Malais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,535,"          Pampangan (kapampangan, pampango)",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,536,          Pangasinan,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,537,"          Tagalog (pilipino, filipino)",5,0,5,0.0,0.0,0.0
2021,Langue maternelle,538,          Waray-waray,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,539,"          Langues austronésiennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,540,        Langues créoles,85,40,45,0.3,0.3,0.3
2021,Langue maternelle,541,          Créole haïtien,55,25,30,0.2,0.2,0.2
2021,Langue maternelle,542,          Créole jamaïcain anglais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,543,          Krio,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,544,          Mauricien,25,10,15,0.1,0.1,0.1
2021,Langue maternelle,545,          Sango,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,546,"          Créole, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,547,"          Langues créoles, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,548,        Langues dravidiennes,15,10,5,0.0,0.1,0.0
2021,Langue maternelle,549,          Kannada,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,550,          Malayalam,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,551,          Tamoul,5,5,5,0.0,0.0,0.0
2021,Langue maternelle,552,          Telougou,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,553,          Tulu,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,554,"          Langues dravidiennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,555,        Géorgien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,556,        Langues hmong-mien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,557,        Langues indo-européennes,1200,560,645,3.9,3.7,4.1
2021,Langue maternelle,558,          Albanais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,559,          Arménien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,560,          Langues balto-slaves,160,70,90,0.5,0.5,0.6
2021,Langue maternelle,561,            Langues baltes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,562,              Letton,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,563,              Lituanien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,564,            Langues slaves,155,70,90,0.5,0.5,0.6
2021,Langue maternelle,565,              Biélorusse,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,566,              Bulgare,10,10,5,0.0,0.1,0.0
2021,Langue maternelle,567,              Tchèque,5,0,5,0.0,0.0,0.0
2021,Langue maternelle,568,              Macédonien,10,5,0,0.0,0.0,0.0
2021,Langue maternelle,569,              Polonais,25,10,15,0.1,0.1,0.1
2021,Langue maternelle,570,              Russe,75,30,40,0.2,0.2,0.3
2021,Langue maternelle,571,              Russine,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,572,              Serbo-croate,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,573,                Bosniaque,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,574,                Croate,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,575,                Serbe,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,576,"                Serbo-croate, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,577,              Slovaque,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,578,              Slovène,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,579,              Ukrainien,20,10,15,0.1,0.1,0.1
2021,Langue maternelle,580,"              Langues slaves, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,581,          Langues celtiques,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,582,            Irlandais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,583,            Gaélique écossais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,584,            Gallois,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,585,"            Langues celtiques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,586,          Langues germaniques,45,20,30,0.1,0.1,0.2
2021,Langue maternelle,587,            Frison,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,588,            Langues haut-allemandes,30,10,20,0.1,0.1,0.1
2021,Langue maternelle,589,              Allemand,30,10,20,0.1,0.1,0.1
2021,Langue maternelle,590,              Allemand pennsylvanien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,591,              Allemand suisse,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,592,              Yiddish,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,593,            Langues bas-saxonnesbas-franciques,15,10,5,0.0,0.1,0.0
2021,Langue maternelle,594,              Afrikaans,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,595,              Néerlandais,5,5,5,0.0,0.0,0.0
2021,Langue maternelle,596,"              Bas-allemand, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,597,              Bas-saxon,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,598,              Bas-allemand mennonite,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,599,              Vlaams (flamand),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,600,            Langues scandinaves,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,601,              Danois,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,602,              Islandais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,603,              Norvégien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,604,              Suédois,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,605,"            Langues germaniques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,606,          Grec,20,10,5,0.1,0.1,0.0
2021,Langue maternelle,607,          Langues indo-iraniennes,190,105,80,0.6,0.7,0.5
2021,Langue maternelle,608,            Langues indo-aryennes,15,10,5,0.0,0.1,0.0
2021,Langue maternelle,609,              Assamais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,610,              Bengali,5,5,0,0.0,0.0,0.0
2021,Langue maternelle,611,              Gujarati,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,612,              Hindi,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,613,              Kacchi,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,614,              Cachemiri,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,615,              Konkani,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,616,              Marathi,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,617,              Népalais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,618,              Langues oriyas,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,619,                Odia,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,620,"                Oriya, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,621,              Pendjabi (panjabi),5,5,0,0.0,0.0,0.0
2021,Langue maternelle,622,              Rohingya,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,623,              Sindhi,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,624,              Singhalais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,625,              Ourdou,10,5,5,0.0,0.0,0.0
2021,Langue maternelle,626,"              Langues indo-aryennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,627,            Langues iraniennes,175,95,80,0.6,0.6,0.5
2021,Langue maternelle,628,              Baloutche,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,629,              Kurde,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,630,              Parsi,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,631,              Pachto,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,632,              Langues persanes,170,95,80,0.5,0.6,0.5
2021,Langue maternelle,633,                Dari,115,65,50,0.4,0.4,0.3
2021,Langue maternelle,634,                Persan iranien,45,20,20,0.1,0.1,0.1
2021,Langue maternelle,635,"                Persan (farsi), n.d.a.",5,0,5,0.0,0.0,0.0
2021,Langue maternelle,636,"              Langues iraniennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,637,"            Langues indo-iraniennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,638,          Langues italiques (romanes),785,350,430,2.5,2.3,2.7
2021,Langue maternelle,639,            Catalan,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,640,            Italien,65,35,35,0.2,0.2,0.2
2021,Langue maternelle,641,            Portugais,140,60,80,0.4,0.4,0.5
2021,Langue maternelle,642,            Roumain,135,60,75,0.4,0.4,0.5
2021,Langue maternelle,643,            Espagnol,440,195,240,1.4,1.3,1.5
2021,Langue maternelle,644,"            Langues italiques (romanes), n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,645,"          Langues indo-européennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,646,        Japonais,20,5,15,0.1,0.0,0.1
2021,Langue maternelle,647,        Coréen,5,0,5,0.0,0.0,0.0
2021,Langue maternelle,648,        Mongol,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,649,        Langues nigéro-congolaises,75,40,40,0.2,0.3,0.3
2021,Langue maternelle,650,          Akan (twi),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,651,          Bamanankan,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,652,          Edo,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,653,          Éwé,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,654,"          Fulah (peul, pular, pulaar, fulfulde)",10,5,5,0.0,0.0,0.0
2021,Langue maternelle,655,          Ga,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,656,          Ganda,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,657,          Gikuyu,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,658,          Igbo,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,659,          Kinyarwanda (rwanda),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,660,          Lingala,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,661,          Luba-kasaï,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,662,          Mòoré,5,5,5,0.0,0.0,0.0
2021,Langue maternelle,663,          Mwani,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,664,          Ndébélé,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,665,          Rundi (kiroundi),10,5,5,0.0,0.0,0.0
2021,Langue maternelle,666,          Shona,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,667,          Soninké,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,668,          Langues sotho-tswana,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,669,          Swahili,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,670,          Wojenaka,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,671,          Wolof,20,10,10,0.1,0.1,0.1
2021,Langue maternelle,672,          Yoruba,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,673,"          Langues nigéro-congolaises, n.i.a.",15,5,5,0.0,0.0,0.0
2021,Langue maternelle,674,        Langues nilo-sahariennes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,675,          Dinka,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,676,          Nuer,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,677,"          Langues nilo-sahariennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,678,"          Africain, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,679,        Langues des signes,5,0,0,0.0,0.0,0.0
2021,Langue maternelle,680,          Langue des signes américaine,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,681,          Langue des signes québécoise,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,682,"          Langues des signes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,683,        Langues sino-tibétaines,105,50,60,0.3,0.3,0.4
2021,Langue maternelle,684,          Langues chinoises,105,50,60,0.3,0.3,0.4
2021,Langue maternelle,685,            Hakka,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,686,            Mandarin,65,25,35,0.2,0.2,0.2
2021,Langue maternelle,687,            Min dong,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,688,"            Min nan (chaochow, teochow, fou-kien, taïwanais)",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,689,            Wu (shanghaïen),0,0,0,0.0,0.0,0.0
2021,Langue maternelle,690,            Yue (cantonais),40,20,20,0.1,0.1,0.1
2021,Langue maternelle,691,"            Chinois, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,692,"            Langues chinoises, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,693,          Langues tibéto-birmanes,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,694,            Birman,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,695,            Langues kuki-chin,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,696,            Langues karéniques,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,697,              Karen sgaw,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,698,"              Langues karéniques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,699,            Tibétain,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,700,"            Langues tibéto-birmanes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,701,"          Langues sino-tibétaines, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,702,        Langues taï-kadaï,5,5,0,0.0,0.0,0.0
2021,Langue maternelle,703,          Lao,5,5,0,0.0,0.0,0.0
2021,Langue maternelle,704,          Thaï,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,705,"          Langues taï-kadaï, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,706,        Langues turques,5,0,5,0.0,0.0,0.0
2021,Langue maternelle,707,          Azerbaïdjanais,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,708,          Kazakh,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,709,          Turc,5,0,5,0.0,0.0,0.0
2021,Langue maternelle,710,          Ouïghour,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,711,          Ouzbek,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,712,"          Langues turques, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,713,        Langues ouraliennes,10,5,5,0.0,0.0,0.0
2021,Langue maternelle,714,          Estonien,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,715,          Finnois,0,0,0,0.0,0.0,0.0
2021,Langue maternelle,716,          Hongrois,10,5,5,0.0,0.0,0.0
2021,Langue maternelle,717,"        Autres langues, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue maternelle,718,  Réponses multiples,885,450,440,2.8,2.9,2.8
2021,Langue maternelle,719,    Français et anglais,550,290,265,1.8,1.9,1.7
2021,Langue maternelle,720,    Anglais et langue(s) non officielle(s),45,20,25,0.1,0.1,0.2
2021,Langue maternelle,721,    Français et langue(s) non officielle(s),215,105,110,0.7,0.7,0.7
2021,Langue maternelle,722,"    Français, anglais et langue(s) non officielle(s)",60,30,30,0.2,0.2,0.2
2021,Langue maternelle,723,    Langues non officielles multiples,15,10,5,0.0,0.1,0.0
2021,Toutes les langues parlées à la maison,724,Total - Toutes les langues parlées à la maison pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données intégrales (100 %),31155,15285,15870,100.0,100.0,100.0
2021,Toutes les langues parlées à la maison,725,  Anglais,950,490,460,3.0,3.2,2.9
2021,Toutes les langues parlées à la maison,726,  Français,25890,12650,13235,83.1,82.8,83.4
2021,Toutes les langues parlées à la maison,727,  Langue non officielle,530,250,280,1.7,1.6,1.8
2021,Toutes les langues parlées à la maison,728,    Autochtone,0,0,0,0.0,0.0,0.0
2021,Toutes les langues parlées à la maison,729,    Non autochtone,530,250,280,1.7,1.6,1.8
2021,Toutes les langues parlées à la maison,730,  Français et anglais,2165,1125,1040,6.9,7.4,6.6
2021,Toutes les langues parlées à la maison,731,  Anglais et langue(s) non officielle(s),150,80,75,0.5,0.5,0.5
2021,Toutes les langues parlées à la maison,732,  Français et langue(s) non officielle(s),845,390,460,2.7,2.6,2.9
2021,Toutes les langues parlées à la maison,733,"  Français, anglais et langue(s) non officielle(s)",595,295,300,1.9,1.9,1.9
2021,Toutes les langues parlées à la maison,734,  Langues non officielles multiples,20,10,15,0.1,0.1,0.1
2021,Langue parlée le plus souvent à la maison,735,Total - Langue parlée le plus souvent à la maison pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données intégrales (100 %),31155,15285,15870,100.0,100.0,100.0
2021,Langue parlée le plus souvent à la maison,736,  Réponses uniques,30280,14855,15425,97.2,97.2,97.2
2021,Langue parlée le plus souvent à la maison,737,    Langues officielles,29270,14375,14900,93.9,94.0,93.9
2021,Langue parlée le plus souvent à la maison,738,      Anglais,1485,770,715,4.8,5.0,4.5
2021,Langue parlée le plus souvent à la maison,739,      Français,27790,13605,14185,89.2,89.0,89.4
2021,Langue parlée le plus souvent à la maison,740,    Langues non officielles,1010,485,525,3.2,3.2,3.3
2021,Langue parlée le plus souvent à la maison,741,      Langues autochtones,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,742,        Langues algonquiennes,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,743,          Pied-noir,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,744,          Langues cries-innues,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,745,            Atikamekw,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,746,            Langues cries,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,747,              Ililimowin (cri de Moose),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,748,              Inu Ayimun (cri du Sud-Est),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,749,              Iyiyiw-Ayimiwin (cri du Nord-Est),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,750,              Nehinawewin (cri des marais),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,751,              Nehiyawewin (cri des plaines),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,752,              Nihithawiwin (cri des bois),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,753,"              Cri, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,754,            Innu (montagnais),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,755,            Naskapi,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,756,          Langues algonquiennes de l'Est,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,757,            Mi'kmaq,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,758,            Wolastoqewi (malécite),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,759,          Langues ojibwées-potawatomies,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,760,            Anicinabemowin (algonquin),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,761,            Oji-cri,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,762,            Langues ojibwées,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,763,              Anishinaabemowin (chippewa),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,764,              Daawaamwin (odawa),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,765,              Saulteaux (ojibwé occidental),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,766,"              Ojibwé, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,767,"          Langues algonquiennes, n.i.a.",0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,768,        Langues athabascanes,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,769,          Langues athabascanes du Nord,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,770,            Dakelh (porteur),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,771,            Dane-zaa (castor),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,772,"            Déné, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,773,            Gwich'in,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,774,            Langues esclaves-lièvre,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,775,              Deh Gah Ghotie Zhatie (esclave du Sud),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,776,              Satuotine Yati (esclave du Nord),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,777,"              Esclave, n.d.a.",0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,778,            Langues tahltanes,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,779,              Kaska (nahani),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,780,              Tahltan,0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,781,            Tlicho (flanc-de-chien),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,782,            Tse'khene (sekani),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,783,            Tsilhqot'in (chilcotin),0,0,0,0.0,0.0,0.0
2021,Langue parlée le plus souvent à la maison,784,            Tsuu T'ina (sarsi),0,0,0,0.0,0.0,0.0
