annee,theme,id_caracteristiques,nom_caracteristiques,chiffre_total,chiffre_hommes,chiffre_femmes
2016,Langue parlée le plus souvent à la maison,644,        Autres langues; n.i.a.,0,0,0
2016,Langue parlée le plus souvent à la maison,645,  Réponses multiples,595,285,305
2016,Langue parlée le plus souvent à la maison,646,    Anglais et français,315,165,150
2016,Langue parlée le plus souvent à la maison,647,    Anglais et langue non officielle,30,10,15
2016,Langue parlée le plus souvent à la maison,648,    Français et langue non officielle,210,90,115
2016,Langue parlée le plus souvent à la maison,649,    Anglais; français et langue non officielle,40,20,20
2016,Autre langue parlée régulièrement à la maison,650,Total - Autre(s) langue(s) parlée(s) régulièrement à la maison pour la population totale à l'exclusion des résidents d'un établissement institutionnel - Données integrales (100 %),28985,14090,14895
2016,Autre langue parlée régulièrement à la maison,651,  Aucune,25435,12310,13125
2016,Autre langue parlée régulièrement à la maison,652,  Anglais,2225,1135,1085
2016,Autre langue parlée régulièrement à la maison,653,  Français,690,350,340
2016,Autre langue parlée régulièrement à la maison,654,  Langue non officielle,480,210,265
2016,Autre langue parlée régulièrement à la maison,655,    Autochtone,0,0,0
2016,Autre langue parlée régulièrement à la maison,656,    Non autochtone,480,215,265
2016,Autre langue parlée régulièrement à la maison,657,  Anglais et français,45,25,25
2016,Autre langue parlée régulièrement à la maison,658,  Anglais et langue non officielle,75,35,35
2016,Autre langue parlée régulièrement à la maison,659,  Français et langue non officielle,40,20,20
2016,Autre langue parlée régulièrement à la maison,660,  Anglais; français et langue non officielle,0,0,0
2016,Revenu des particuliers en 2015,661,Total - Statistiques du revenu en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),22355,10850,11510
2016,Revenu des particuliers en 2015,662,  Nombre de bénéficiaires d'un revenu total âgés de 15 ans et plus dans les ménages privés - Données intégrales (100 %),21605,10530,11070
2016,Revenu des particuliers en 2015,663,    Revenu total médian en 2015 parmi les bénéficiaires ($),43590,51124,37263
2016,Revenu des particuliers en 2015,664,  Nombre de bénéficiaires d'un revenu après impôt âgés de 15 ans et plus dans les ménages privés - Données intégrales (100 %),21605,10530,11080
2016,Revenu des particuliers en 2015,665,    Revenu après impôt médian en 2015 parmi les bénéficiaires ($),37281,42344,32685
2016,Revenu des particuliers en 2015,666,  Nombre de bénéficiaires d'un revenu du marché âgés de 15 ans et plus dans les ménages privés - Données intégrales (100 %),20320,10070,10245
2016,Revenu des particuliers en 2015,667,    Revenu du marché médian en 2015 parmi les bénéficiaires ($),39854,49274,32293
2016,Revenu des particuliers en 2015,668,  Nombre de bénéficiaires de transferts gouvernementaux âgés de 15 ans et plus dans les ménages privés - Données intégrales (100 %),14990,6270,8715
2016,Revenu des particuliers en 2015,669,    Transferts gouvernementaux médians en 2015 parmi les bénéficiaires ($),6053,4446,7041
2016,Revenu des particuliers en 2015,670,  Nombre de bénéficiaires d'un revenu d'emploi âgés de 15 ans et plus dans les ménages privés - Données intégrales (100 %),17680,8905,8775
2016,Revenu des particuliers en 2015,671,    Revenu d'emploi médian en 2015 parmi les bénéficiaires ($),41502,50200,34782
2016,Revenu des particuliers en 2015,672,Total - Statistiques du revenu en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),22360,10850,11510
2016,Revenu des particuliers en 2015,673,  Nombre de bénéficiaires d'un revenu total âgés de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),21535,10485,11050
2016,Revenu des particuliers en 2015,674,    Revenu total moyen en 2015 parmi les bénéficiaires ($),50937,59410,42896
2016,Revenu des particuliers en 2015,675,  Nombre de bénéficiaires d'un revenu après impôt âgés de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),21540,10485,11050
2016,Revenu des particuliers en 2015,676,    Revenu après impôt moyen en 2015 parmi les bénéficiaires ($),40978,46553,35689
2016,Revenu des particuliers en 2015,677,  Nombre de bénéficiaires d'un revenu du marché âgés de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),20270,10045,10220
2016,Revenu des particuliers en 2015,678,    Revenu du marché moyen en 2015 parmi les bénéficiaires ($),48004,57459,38716
2016,Revenu des particuliers en 2015,679,  Nombre de bénéficiaires de transferts gouvernementaux âgés de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),14890,6240,8655
2016,Revenu des particuliers en 2015,680,    Transferts gouvernementaux moyens en 2015 parmi les bénéficiaires ($),8341,7371,9041
2016,Revenu des particuliers en 2015,681,  Nombre de bénéficiaires d'un revenu d'emploi âgés de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),17680,8840,8840
2016,Revenu des particuliers en 2015,682,    Revenu d'emploi moyen en 2015 parmi les bénéficiaires ($),48020,56582,39458
2016,Revenu des particuliers en 2015,683,Total - Statistiques du revenu d'emploi pour la population âgée de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),22355,10850,11505
2016,Revenu des particuliers en 2015,684,  Nombre de bénéficiaires d'un revenu d'emploi âgés de 15 ans et plus dans les ménages privés qui ont travaillé toute l'année à plein temps en 2015 - Données-échantillon (25 %),8730,4655,4075
2016,Revenu des particuliers en 2015,685,    Revenu d'emploi médian en 2015 pour les travailleurs qui ont travaillé toute l'année à plein temps en 2015 ($),58507,67067,48350
2016,Revenu des particuliers en 2015,686,    Revenu d'emploi moyen en 2015 pour les travailleurs qui ont travaillé toute l'année à plein temps en 2015 ($),63423,72464,53078
2016,Revenu des particuliers en 2015,687,Composition du revenu total en 2015 de la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),100.0,100.0,100.0
2016,Revenu des particuliers en 2015,688,  Revenu du marché (%),88.7,92.7,83.5
2016,Revenu des particuliers en 2015,689,    Revenu d'emploi (%),77.4,80.5,73.3
2016,Revenu des particuliers en 2015,690,  Transferts gouvernementaux (%),11.3,7.3,16.5
2016,Revenu des particuliers en 2015,691,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),22360,10850,11505
2016,Revenu des particuliers en 2015,692,  Sans revenu total,760,320,435
2016,Revenu des particuliers en 2015,693,  Ayant un revenu total,21605,10530,11075
2016,Revenu des particuliers en 2015,694,  Pourcentage avec un revenu total,96.6,97.1,96.3
2016,Revenu des particuliers en 2015,695,    Moins de 10 000 $ (comprend les pertes),2105,865,1240
2016,Revenu des particuliers en 2015,696,    10 000 $ à 19 999 $,2770,1040,1730
2016,Revenu des particuliers en 2015,697,    20 000 $ à 29 999 $,2495,965,1530
2016,Revenu des particuliers en 2015,698,    30 000 $ à 39 999 $,2490,1085,1410
2016,Revenu des particuliers en 2015,699,    40 000 $ à 49 999 $,2540,1170,1370
2016,Revenu des particuliers en 2015,700,    50 000 $ à 59 999 $,2130,1055,1075
2016,Revenu des particuliers en 2015,701,    60 000 $ à 69 999 $,1795,970,825
2016,Revenu des particuliers en 2015,702,    70 000 $ à 79 999 $,1560,885,675
2016,Revenu des particuliers en 2015,703,    80 000 $ à 89 999 $,1140,675,465
2016,Revenu des particuliers en 2015,704,    90 000 $ à 99 999 $,795,530,260
2016,Revenu des particuliers en 2015,705,    100 000 $ et plus,1775,1290,485
2016,Revenu des particuliers en 2015,706,      100 000 $ à 149 999 $,1370,975,400
2016,Revenu des particuliers en 2015,707,      150 000 $ et plus,405,315,85
2016,Revenu des particuliers en 2015,708,Total - Tranches de revenu après impôt en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),22360,10850,11510
2016,Revenu des particuliers en 2015,709,  Sans revenu après impôt,755,320,430
2016,Revenu des particuliers en 2015,710,  Ayant un revenu après impôt,21605,10530,11075
2016,Revenu des particuliers en 2015,711,  Pourcentage avec un revenu après impôt,96.6,97.1,96.2
2016,Revenu des particuliers en 2015,712,    Moins de 10 000 $ (comprend les pertes),2210,880,1330
2016,Revenu des particuliers en 2015,713,    10 000 $ à 19 999 $,2940,1120,1820
2016,Revenu des particuliers en 2015,714,    20 000 $ à 29 999 $,3150,1275,1875
2016,Revenu des particuliers en 2015,715,    30 000 $ à 39 999 $,3435,1590,1850
2016,Revenu des particuliers en 2015,716,    40 000 $ à 49 999 $,3070,1530,1540
2016,Revenu des particuliers en 2015,717,    50 000 $ à 59 999 $,2545,1405,1135
2016,Revenu des particuliers en 2015,718,    60 000 $ à 69 999 $,1835,1050,785
2016,Revenu des particuliers en 2015,719,    70 000 $ à 79 999 $,1030,680,350
2016,Revenu des particuliers en 2015,720,    80 000 $ et plus,1395,1005,390
2016,Revenu des particuliers en 2015,721,      80 000 $ à 89 999 $,555,380,175
2016,Revenu des particuliers en 2015,722,      90 000 $ à 99 999 $,285,205,80
2016,Revenu des particuliers en 2015,723,      100 000 $ et plus,555,420,130
2016,Revenu des particuliers en 2015,724,Total - Tranches de revenu d'emploi en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),22360,10855,11505
2016,Revenu des particuliers en 2015,725,  Sans revenu d'emploi,4680,1950,2735
2016,Revenu des particuliers en 2015,726,  Ayant un revenu d'emploi,17680,8905,8775
2016,Revenu des particuliers en 2015,727,  Pourcentage avec un revenu d'emploi,79.1,82.0,76.3
2016,Revenu des particuliers en 2015,728,    Moins de 5 000 $ (comprend les pertes),1675,805,875
2016,Revenu des particuliers en 2015,729,    5 000 $ à 9 999 $,1150,490,660
2016,Revenu des particuliers en 2015,730,    10 000 $ à 19 999 $,2180,880,1300
2016,Revenu des particuliers en 2015,731,    20 000 $ à 29 999 $,1735,660,1075
2016,Revenu des particuliers en 2015,732,    30 000 $ à 39 999 $,1820,770,1045
2016,Revenu des particuliers en 2015,733,    40 000 $ à 49 999 $,1835,825,1015
2016,Revenu des particuliers en 2015,734,    50 000 $ à 59 999 $,1585,810,775
2016,Revenu des particuliers en 2015,735,    60 000 $ à 69 999 $,1395,765,630
2016,Revenu des particuliers en 2015,736,    70 000 $ à 79 999 $,1350,795,550
2016,Revenu des particuliers en 2015,737,    80 000 $ et plus,2945,2105,845
2016,Revenu des particuliers en 2015,738,      80 000 $ à 89 999 $,890,580,315
2016,Revenu des particuliers en 2015,739,      90 000 $ à 99 999 $,605,435,170
2016,Revenu des particuliers en 2015,740,      100 000 $ et plus,1445,1095,360
2016,Revenu du ménage en 2015,741,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),11245,,
2016,Revenu du ménage en 2015,742,  Revenu total médian des ménages en 2015 ($),85039,,
2016,Revenu du ménage en 2015,743,  Revenu après impôt médian des ménages en 2015 ($),70449,,
2016,Revenu du ménage en 2015,744,    Total - Statistiques du revenu en 2015  pour les ménages privés comptant une personne - Données intégrales (100 %),2730,,
2016,Revenu du ménage en 2015,745,      Revenu total médian des ménages comptant une personne en 2015 ($),41669,,
2016,Revenu du ménage en 2015,746,      Revenu après impôt médian des ménages comptant une personne en 2015 ($),35507,,
2016,Revenu du ménage en 2015,747,    Total - Statistiques du revenu en 2015  pour les ménages privés comptant deux personnes ou plus - Données intégrales (100 %),8515,,
2016,Revenu du ménage en 2015,748,      Revenu total médian des ménages comptant deux personnes ou plus en 2015 ($),102349,,
2016,Revenu du ménage en 2015,749,      Revenu après impôt médian des ménages comptant deux personnes ou plus en 2015 ($),84380,,
2016,Revenu du ménage en 2015,750,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),11250,,
2016,Revenu du ménage en 2015,751,  Revenu total moyen des ménages en 2015 ($),97556,,
2016,Revenu du ménage en 2015,752,  Revenu après impôt moyen des ménages en 2015 ($),78484,,
2016,Revenu du ménage en 2015,753,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant une personne - Données-échantillon (25 %),2735,,
2016,Revenu du ménage en 2015,754,      Revenu total moyen des ménages comptant une personne en 2015 ($),47387,,
2016,Revenu du ménage en 2015,755,      Revenu après impôt moyen des ménages comptant une personne en 2015 ($),38442,,
2016,Revenu du ménage en 2015,756,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant deux personnes ou plus - Données-échantillon (25 %),8510,,
2016,Revenu du ménage en 2015,757,      Revenu total moyen des ménages  comptant deux personnes ou plus en 2015 ($),113685,,
2016,Revenu du ménage en 2015,758,      Revenu après impôt moyen des ménages  comptant deux personnes ou plus en 2015 ($),91357,,
2016,Revenu du ménage en 2015,759,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),11245,,
2016,Revenu du ménage en 2015,760,  Moins de 5 000 $,50,,
2016,Revenu du ménage en 2015,761,  5 000 $ à 9 999 $,85,,
2016,Revenu du ménage en 2015,762,  10 000 $ à 14 999 $,175,,
2016,Revenu du ménage en 2015,763,  15 000 $ à 19 999 $,260,,
2016,Revenu du ménage en 2015,764,  20 000 $ à 24 999 $,340,,
2016,Revenu du ménage en 2015,765,  25 000 $ à 29 999 $,285,,
2016,Revenu du ménage en 2015,766,  30 000 $ à 34 999 $,365,,
2016,Revenu du ménage en 2015,767,  35 000 $ à 39 999 $,375,,
2016,Revenu du ménage en 2015,768,  40 000 $ à 44 999 $,420,,
2016,Revenu du ménage en 2015,769,  45 000 $ à 49 999 $,445,,
2016,Revenu du ménage en 2015,770,  50 000 $ à 59 999 $,830,,
2016,Revenu du ménage en 2015,771,  60 000 $ à 69 999 $,815,,
2016,Revenu du ménage en 2015,772,  70 000 $ à 79 999 $,805,,
2016,Revenu du ménage en 2015,773,  80 000 $ à 89 999 $,755,,
2016,Revenu du ménage en 2015,774,  90 000 $ à 99 999 $,645,,
2016,Revenu du ménage en 2015,775,  100 000 $ et plus,4595,,
2016,Revenu du ménage en 2015,776,    100 000 $ à 124 999 $,1525,,
2016,Revenu du ménage en 2015,777,    125 000 $ à 149 999 $,1145,,
2016,Revenu du ménage en 2015,778,    150 000 $ à 199 999 $,1310,,
2016,Revenu du ménage en 2015,779,    200 000 $ et plus,620,,
2016,Revenu du ménage en 2015,780,Total - Tranches de revenu après impôt du ménage en 2015 pour les ménages privés - Données intégrales (100 %),11245,,
2016,Revenu du ménage en 2015,781,  Moins de 5 000 $,60,,
2016,Revenu du ménage en 2015,782,  5 000 $ à 9 999 $,90,,
2016,Revenu du ménage en 2015,783,  10 000 $ à 14 999 $,180,,
2016,Revenu du ménage en 2015,784,  15 000 $ à 19 999 $,280,,
2016,Revenu du ménage en 2015,785,  20 000 $ à 24 999 $,385,,
2016,Revenu du ménage en 2015,786,  25 000 $ à 29 999 $,375,,
2016,Revenu du ménage en 2015,787,  30 000 $ à 34 999 $,455,,
2016,Revenu du ménage en 2015,788,  35 000 $ à 39 999 $,555,,
2016,Revenu du ménage en 2015,789,  40 000 $ à 44 999 $,545,,
2016,Revenu du ménage en 2015,790,  45 000 $ à 49 999 $,520,,
2016,Revenu du ménage en 2015,791,  50 000 $ à 59 999 $,1100,,
2016,Revenu du ménage en 2015,792,  60 000 $ à 69 999 $,1050,,
2016,Revenu du ménage en 2015,793,  70 000 $ à 79 999 $,915,,
2016,Revenu du ménage en 2015,794,  80 000 $ à 89 999 $,850,,
2016,Revenu du ménage en 2015,795,  90 000 $ à 99 999 $,790,,
2016,Revenu du ménage en 2015,796,  100 000 $ et plus,3105,,
2016,Revenu du ménage en 2015,797,    100 000 $ à 124 999 $,1540,,
2016,Revenu du ménage en 2015,798,    125 000 $ à 149 999 $,895,,
2016,Revenu du ménage en 2015,799,    150 000 $ et plus,675,,
2016,Revenu des familles économiques en 2015,800,Total - Statistiques du revenu en 2015 pour les familles économiques dans les ménages privés - Données intégrales (100 %),8355,,
2016,Revenu des familles économiques en 2015,801,  Revenu total médian des familles économiques en 2015 ($),102212,,
2016,Revenu des familles économiques en 2015,802,  Revenu après impôt médian des familles économiques en 2015 ($),84305,,
2016,Revenu des familles économiques en 2015,803,  Taille moyenne des familles économiques,3.0,,
2016,Revenu des familles économiques en 2015,804,Total - Statistiques du revenu en 2015 pour les familles économiques comptant un couple sans enfants ni autres personnes apparentées dans les ménages privés - Données intégrales (100 %),2775,,
2016,Revenu des familles économiques en 2015,805,  Revenu total médian des familles économiques comptant un couple sans enfants ni autres personnes apparentées en 2015 ($),85775,,
2016,Revenu des familles économiques en 2015,806,  Revenu après impôt médian des familles économiques comptant un couple sans enfants ni autres personnes apparentées en 2015 ($),70605,,
2016,Revenu des familles économiques en 2015,807,  Taille moyenne des familles économiques comptant un couple sans enfants ni autres personnes apparentées,2.0,,
2016,Revenu des familles économiques en 2015,808,Total - Statistiques du revenu en 2015 pour les familles économiques comptant un couple avec enfants dans les ménages privés - Données intégrales (100 %),4040,,
2016,Revenu des familles économiques en 2015,809,  Revenu total médian des familles économiques comptant un couple avec enfants en 2015 ($),129690,,
2016,Revenu des familles économiques en 2015,810,  Revenu après impôt médian des familles économiques comptant un couple avec enfants en 2015 ($),104913,,
2016,Revenu des familles économiques en 2015,811,  Taille moyenne des familles économiques comptant un couple avec enfants,3.9,,
2016,Revenu des familles économiques en 2015,812,Total - Statistiques du revenu en 2015 pour les familles économiques monoparentales dans les ménages privés - Données intégrales (100 %),1415,,
2016,Revenu des familles économiques en 2015,813,  Revenu total médian des familles économiques monoparentales en 2015 ($),62464,,
2016,Revenu des familles économiques en 2015,814,  Revenu après impôt médian des familles économiques monoparentales en 2015 ($),54126,,
2016,Revenu des familles économiques en 2015,815,  Taille moyenne des familles économiques monoparentales,2.6,,
2016,Revenu des familles économiques en 2015,816,Total - Statistiques du revenu en 2015 pour les familles économiques dans les ménages privés - Données-échantillon (25 %),8325,,
2016,Revenu des familles économiques en 2015,817,  Revenu total moyen des familles économiques en 2015 ($),113653,,
2016,Revenu des familles économiques en 2015,818,  Revenu après impôt moyen des familles économiques en 2015 ($),91264,,
2016,Revenu des familles économiques en 2015,819,Total - Statistiques du revenu en 2015 pour les familles économiques comptant un couple sans enfants ni autres personnes apparentées dans les ménages privés - Données-échantillon (25 %),2790,,
2016,Revenu des familles économiques en 2015,820,  Revenu total moyen des familles économiques comptant un couple sans enfants ni autres personnes apparentées en 2015 ($),99726,,
2016,Revenu des familles économiques en 2015,821,  Revenu après impôt moyen des familles économiques comptant un couple sans enfants ni autres personnes apparentées en 2015 ($),80326,,
2016,Revenu des familles économiques en 2015,822,Total - Statistiques du revenu en 2015 pour les familles économiques comptant un couple avec enfants dans les ménages privés - Données-échantillon (25 %),4015,,
2016,Revenu des familles économiques en 2015,823,  Revenu total moyen des familles économiques comptant un couple avec enfants en 2015 ($),139991,,
2016,Revenu des familles économiques en 2015,824,  Revenu après impôt moyen des familles économiques comptant un couple avec enfants en 2015 ($),111085,,
2016,Revenu des familles économiques en 2015,825,Total - Statistiques du revenu en 2015 pour les familles économiques monoparentales dans les ménages privés - Données-échantillon (25 %),1405,,
2016,Revenu des familles économiques en 2015,826,  Revenu total moyen des familles économiques monoparentales en 2015 ($),68251,,
2016,Revenu des familles économiques en 2015,827,  Revenu après impôt moyen des familles économiques monoparentales en 2015 ($),57631,,
2016,Revenu des familles économiques en 2015,828,Total - Statistiques du revenu en 2015 pour les personnes hors famille économique âgées de 15 ans et plus dans les ménages privés - Données intégrales (100 %),3245,1565,1680
2016,Revenu des familles économiques en 2015,829,  Revenu total médian en 2015 pour les personnes hors famille économique âgées de 15 ans et plus ($),39840,43456,35942
2016,Revenu des familles économiques en 2015,830,  Revenu après impôt médian en 2015 pour les personnes hors famille économique âgées de 15 ans et plus ($),34150,36864,31701
2016,Revenu des familles économiques en 2015,831,Total - Statistiques du revenu en 2015 pour les personnes hors famille économique âgées de 15 ans et plus dans les ménages privés - Données-échantillon (25 %),3285,1605,1680
2016,Revenu des familles économiques en 2015,832,  Revenu total moyen en 2015 pour les personnes hors famille économique âgées de 15 ans et plus ($),45959,50177,41932
2016,Revenu des familles économiques en 2015,833,  Revenu après impôt moyen en 2015 pour les personnes hors famille économique âgées de 15 ans et plus ($),37404,39974,34951
2016,Revenu des familles économiques en 2015,834,Total - Groupe de décile de revenu  des familles économiques pour la population dans les ménages privés- Données intégrales (100 %),28635,13960,14675
2016,Revenu des familles économiques en 2015,835,  Dans la moitié inférieure de la répartition,11525,5320,6210
2016,Revenu des familles économiques en 2015,836,    Dans le décile inférieur,1200,540,660
2016,Revenu des familles économiques en 2015,837,    Dans le deuxième décile,1660,705,955
2016,Revenu des familles économiques en 2015,838,    Dans le troisième décile,2430,1110,1325
2016,Revenu des familles économiques en 2015,839,    Dans le quatrième décile,2870,1320,1550
2016,Revenu des familles économiques en 2015,840,    Dans le cinquième décile,3365,1645,1720
2016,Revenu des familles économiques en 2015,841,  Dans la moitié supérieure de la répartition,17110,8640,8470
2016,Revenu des familles économiques en 2015,842,    Dans le sixième décile,3610,1795,1820
2016,Revenu des familles économiques en 2015,843,    Dans le septième décile,3980,1990,1995
2016,Revenu des familles économiques en 2015,844,    Dans le huitième décile,4200,2155,2045
2016,Revenu des familles économiques en 2015,845,    Dans le neuvième décile,3385,1725,1665
2016,Revenu des familles économiques en 2015,846,    Dans le décile supérieur,1930,980,945
2016,Faible revenu en 2015,847,Total - Situation de faible revenu en 2015 pour la population dans les ménages privés à qui les concepts de faible revenu sont applicables - Données intégrales (100 %),28640,13960,14680
2016,Faible revenu en 2015,848,  0 à 17 ans,7295,3575,3720
2016,Faible revenu en 2015,849,    0 à 5 ans,2555,1260,1295
2016,Faible revenu en 2015,850,  18 à 64 ans,18240,8925,9310
2016,Faible revenu en 2015,851,  65 ans et plus,3100,1455,1645
2016,Faible revenu en 2015,852,À faible revenu fondé sur la Mesure de faible revenu après impôt (MFR-ApI),1860,790,1070
2016,Faible revenu en 2015,853,  0 à 17 ans,490,235,255
2016,Faible revenu en 2015,854,    0 à 5 ans,125,55,65
2016,Faible revenu en 2015,855,  18 à 64 ans,1010,440,570
2016,Faible revenu en 2015,856,  65 ans et plus,360,120,245
2016,Faible revenu en 2015,857,Fréquence du faible revenu fondée sur la Mesure de faible revenu après impôt (MFR-ApI) (%),6.5,5.7,7.3
2016,Faible revenu en 2015,858,  0 à 17 ans (%),6.7,6.6,6.9
2016,Faible revenu en 2015,859,    0 à 5 ans (%),4.9,4.4,5.0
2016,Faible revenu en 2015,860,  18 à 64 ans (%),5.5,4.9,6.1
2016,Faible revenu en 2015,861,  65 ans et plus (%),11.6,8.2,14.9
2016,Faible revenu en 2015,862,À faible revenu fondé sur les Seuils de faible revenu après impôt (SFR-ApI),1475,640,830
2016,Faible revenu en 2015,863,  0 à 17 ans,375,175,195
2016,Faible revenu en 2015,864,    0 à 5 ans,100,45,55
2016,Faible revenu en 2015,865,  18 à 64 ans,885,395,485
2016,Faible revenu en 2015,866,  65 ans et plus,215,70,150
2016,Faible revenu en 2015,867,Fréquence du faible revenu fondée sur les Seuils de faible revenu après impôt (SFR-ApI) (%),5.2,4.6,5.7
2016,Faible revenu en 2015,868,  0 à 17 ans (%),5.1,4.9,5.2
2016,Faible revenu en 2015,869,    0 à 5 ans (%),3.9,3.6,4.2
2016,Faible revenu en 2015,870,  18 à 64 ans (%),4.9,4.4,5.2
2016,Faible revenu en 2015,871,  65 ans et plus (%),6.9,4.8,9.1
2016,Connaissance des langues,872,Total - Connaissance des langues pour la population dans les ménages privés - Données-échantillon (25 %),28640,13965,14675
2016,Connaissance des langues,873,  Langues officielles,28565,13920,14645
2016,Connaissance des langues,874,    Anglais,15275,7965,7310
2016,Connaissance des langues,875,    Français,28310,13800,14515
2016,Connaissance des langues,876,  Langues non officielles,2220,1040,1185
2016,Connaissance des langues,877,    Langues autochtones,0,0,0
2016,Connaissance des langues,878,      Langues algonquiennes,0,0,0
2016,Connaissance des langues,879,        Pied-noir,0,0,0
2016,Connaissance des langues,880,        Langues cries-montagnaises,0,0,0
2016,Connaissance des langues,881,          Atikamekw,0,0,0
2016,Connaissance des langues,882,          Montagnais (innu),0,0,0
2016,Connaissance des langues,883,          Cri de Moose,0,0,0
2016,Connaissance des langues,884,          Naskapi,0,0,0
2016,Connaissance des langues,885,          Cri du Nord-Est,0,0,0
2016,Connaissance des langues,886,          Cri des plaines,0,0,0
2016,Connaissance des langues,887,          Cri du Sud-Est,0,0,0
2016,Connaissance des langues,888,          Moskégon (cri des marais),0,0,0
2016,Connaissance des langues,889,          Cri des bois,0,0,0
2016,Connaissance des langues,890,          Cri; n.d.a.,0,0,0
2016,Connaissance des langues,891,        Langues algonquiennes de l'Est,0,0,0
2016,Connaissance des langues,892,          Malécite,0,0,0
2016,Connaissance des langues,893,          Mi'kmaq,0,0,0
2016,Connaissance des langues,894,        Langues ojibwées-potawatomies,0,0,0
2016,Connaissance des langues,895,          Algonquin,0,0,0
2016,Connaissance des langues,896,          Ojibwé,0,0,0
2016,Connaissance des langues,897,          Oji-cri,0,0,0
2016,Connaissance des langues,898,          Ottawa (odawa),0,0,0
2016,Connaissance des langues,899,        Langues algonquiennes; n.i.a.,0,0,0
2016,Connaissance des langues,900,      Langues athabascanes,0,0,0
2016,Connaissance des langues,901,        Langues athabascanes du Nord,0,0,0
2016,Connaissance des langues,902,          Babine (wetsuwet'en),0,0,0
2016,Connaissance des langues,903,          Castor,0,0,0
2016,Connaissance des langues,904,          Porteur,0,0,0
2016,Connaissance des langues,905,          Chilcotin,0,0,0
2016,Connaissance des langues,906,          Déné,0,0,0
2016,Connaissance des langues,907,          Flanc-de-chien (tlicho),0,0,0
2016,Connaissance des langues,908,          Gwich'in,0,0,0
2016,Connaissance des langues,909,          Sarsi,0,0,0
2016,Connaissance des langues,910,          Sekani,0,0,0
2016,Connaissance des langues,911,          Langues esclaves-lièvre,0,0,0
2016,Connaissance des langues,912,            Esclave du Nord (lièvre),0,0,0
2016,Connaissance des langues,913,            Esclave du Sud,0,0,0
2016,Connaissance des langues,914,            Esclave; n.d.a.,0,0,0
2016,Connaissance des langues,915,          Langues tahltanes,0,0,0
2016,Connaissance des langues,916,            Kaska (nahani),0,0,0
2016,Connaissance des langues,917,            Tahltan,0,0,0
2016,Connaissance des langues,918,          Langues tutchones,0,0,0
2016,Connaissance des langues,919,            Tutchone du Nord,0,0,0
2016,Connaissance des langues,920,            Tutchone du Sud,0,0,0
2016,Connaissance des langues,921,        Langues athabascanes; n.i.a.,0,0,0
2016,Connaissance des langues,922,      Haïda,0,0,0
2016,Connaissance des langues,923,      Langues inuites,0,0,0
2016,Connaissance des langues,924,        Inuinnaqtun (Inuvialuktun),0,0,0
2016,Connaissance des langues,925,        Inuktitut,0,0,0
2016,Connaissance des langues,926,        Langues inuites; n.i.a.,0,0,0
2016,Connaissance des langues,927,      Langues iroquoiennes,0,0,0
2016,Connaissance des langues,928,        Cayuga,0,0,0
2016,Connaissance des langues,929,        Mohawk,0,0,0
2016,Connaissance des langues,930,        Oneida,0,0,0
2016,Connaissance des langues,931,        Langues iroquoiennes; n.i.a.,0,0,0
2016,Connaissance des langues,932,      Kutenai,0,0,0
2016,Connaissance des langues,933,      Mitchif,0,0,0
2016,Connaissance des langues,934,      Langues salishennes,0,0,0
2016,Connaissance des langues,935,        Comox,0,0,0
2016,Connaissance des langues,936,        Halkomelem,0,0,0
2016,Connaissance des langues,937,        Lillooet,0,0,0
2016,Connaissance des langues,938,        Okanagan,0,0,0
2016,Connaissance des langues,939,        Shuswap (secwepemctsin),0,0,0
2016,Connaissance des langues,940,        Squamish,0,0,0
2016,Connaissance des langues,941,        Straits,0,0,0
2016,Connaissance des langues,942,        Thompson (ntlakapamux),0,0,0
2016,Connaissance des langues,943,        Langues salishennes; n.i.a.,0,0,0
2016,Connaissance des langues,944,      Langues siouennes,0,0,0
2016,Connaissance des langues,945,        Dakota,0,0,0
2016,Connaissance des langues,946,        Stoney,0,0,0
2016,Connaissance des langues,947,        Langues siouennes; n.i.a.,0,0,0
2016,Connaissance des langues,948,      Tlingit,0,0,0
2016,Connaissance des langues,949,      Langues tsimshennes,0,0,0
2016,Connaissance des langues,950,        Gitxan (gitksan),0,0,0
